scenario,scenario_hash,results_dir,log_dir,config_hash,duration_seconds,timestamp,error
config/scenarios/baseline_sweep/scenario_2022Q4_tech.yaml,66019ef40840194a,results/scenario_runs/debate_slim_no_macro/debate_slim_no_macro_014,logging/runs/default/run_2026-03-06_21-36-47,5b72cd466a22753f,62.28,2026-03-07T05:37:44.653519+00:00,
config/scenarios/baseline_sweep/scenario_2022Q1.yaml,af2303d248213247,results/scenario_runs/debate_slim_no_macro/debate_slim_no_macro_015,logging/runs/default/run_2026-03-06_21-37-47,5b72cd466a22753f,75.46,2026-03-07T05:39:00.113543+00:00,
config/scenarios/baseline_sweep/scenario_2023Q2_rand8_1c8e1d3e.yaml,8c34fcd7e6f2dbf8,results/scenario_runs/debate_slim_no_macro/debate_slim_no_macro_016,logging/runs/default/run_2026-03-06_21-39-03,5b72cd466a22753f,63.69,2026-03-07T05:40:03.803177+00:00,
config/scenarios/baseline_sweep/scenario_2022Q4_rand7_5ec96480.yaml,e122aa2a398dcb03,results/scenario_runs/debate_slim_no_macro/debate_slim_no_macro_018,logging/runs/default/run_2026-03-06_22-01-09,5b72cd466a22753f,40.99,2026-03-07T06:01:46.735011+00:00,
config/scenarios/baseline_sweep/scenario_2025Q1_tech.yaml,1f152bdcb5afdecd,results/scenario_runs/debate_slim_no_macro/debate_slim_no_macro_019,logging/runs/default/run_2026-03-06_22-01-50,5b72cd466a22753f,44.88,2026-03-07T06:02:31.621359+00:00,
