scenario,scenario_hash,results_dir,log_dir,config_hash,duration_seconds,timestamp,error
config/scenarios/baseline_sweep/scenario_2022Q4_tech.yaml,66019ef40840194a,results/scenario_runs/debate_1_round_no_macro_rr_roles/debate_1_round_no_macro_rr_roles,logging/runs/default/run_2026-03-08_17-41-51,f86bd4ce1686d256,167.91,2026-03-09T00:44:35.627173+00:00,
config/scenarios/baseline_sweep/scenario_2022Q1.yaml,af2303d248213247,results/scenario_runs/debate_1_round_no_macro_rr_roles/debate_1_round_no_macro_rr_roles_001,logging/runs/default/run_2026-03-08_17-44-40,f86bd4ce1686d256,315.75,2026-03-09T00:49:51.413402+00:00,
config/scenarios/baseline_sweep/scenario_2023Q2_rand8_1c8e1d3e.yaml,8c34fcd7e6f2dbf8,results/scenario_runs/debate_1_round_no_macro_rr_roles/debate_1_round_no_macro_rr_roles_002,logging/runs/default/run_2026-03-08_17-49-56,f86bd4ce1686d256,239.59,2026-03-09T00:53:51.013752+00:00,
