scenario,scenario_hash,results_dir,log_dir,config_hash,duration_seconds,timestamp,error
config/scenarios/baseline_sweep/scenario_2022Q4_tech.yaml,66019ef40840194a,N/A,logging/runs/enriched_no_macro_1rd_pid/run_2026-03-08_03-41-31,da073618087d672e,647.17,2026-03-08T07:52:17.019416+00:00,
config/scenarios/baseline_sweep/scenario_2022Q1.yaml,af2303d248213247,N/A,logging/runs/enriched_no_macro_1rd_pid/run_2026-03-08_05-01-42,da073618087d672e,613.61,2026-03-08T09:11:53.959671+00:00,
config/scenarios/baseline_sweep/scenario_2023Q2_rand8_1c8e1d3e.yaml,8c34fcd7e6f2dbf8,results/scenario_runs/debate_enriched_no_macro/debate_enriched_no_macro_019,logging/runs/enriched_no_macro_1rd_pid/run_2026-03-08_23-20-02,da073618087d672e,499.92,2026-03-09T03:28:20.854124+00:00,
